"","c.0..penalty.","lambda.low.est","lambda.high.est","gamma.low.est","gamma.high.est","P.11.est","P.12.est","P.21.est","P.22.est","MSPE.est","accept"
"1",0,0.01,0.12,0.005,0.005,0.995,0.005,0.005,0.995,0,5000
"2",1e-10,0.00993163875446651,0.128646924577442,0.00535979381498738,0.00413167488045638,0.994654600226671,0.00534539977332873,0.00412307357476274,0.995876926425237,0.066180068801558,120
"3",2.00001e-05,0.00061265535027847,0.131467396016581,0.185405554488279,0.186162663868326,0.831547231981581,0.168452768018419,0.168942964118985,0.831057035881015,0.0653728833264186,1486
"4",4.00001e-05,0.000634208636757687,0.130920134886183,0.246798526512157,0.250291690956805,0.782916999172213,0.217083000827787,0.219803550235607,0.780196449764393,0.0657556396957376,1483
"5",6.00001e-05,0.000637453623511117,0.130761754937517,0.287467797769841,0.29206144503641,0.752378290835855,0.247621709164145,0.251161194802579,0.748838805197421,0.0660208994191908,1458
"6",8.00001e-05,0.000636084069533319,0.129608747319878,0.320494656534233,0.320985765599333,0.72827125675428,0.27172874324572,0.271738741991386,0.728261258008614,0.066290074924727,1529
"7",0.0001000001,0.000676458173120651,0.129860496515762,0.341345485672346,0.343810292839268,0.714013548150792,0.285986451849208,0.287646128635126,0.712353871364873,0.0664339638541798,1537
"8",0.0001200001,0.000621323152648236,0.129669140952267,0.363444552545374,0.36472973838905,0.698540798762264,0.301459201237736,0.301941770315173,0.698058229684827,0.066596955656615,1585
"9",0.0001400001,0.000684601808041686,0.130764303570491,0.379361331733086,0.385417169291684,0.688240516443659,0.311759483556341,0.316358579983435,0.683641420016565,0.0666780002489384,1626
"10",0.0001600001,0.000754721279007161,0.129387936740387,0.389298354145339,0.390456811001459,0.6820497592429,0.3179502407571,0.318078769360673,0.681921230639327,0.0668354198776102,1539
"11",0.0001800001,0.000635823524109889,0.129098169988698,0.406970592318058,0.406409374891653,0.66989913901294,0.33010086098706,0.328967081918802,0.671032918081198,0.0669484922626783,1554
"12",0.0002000001,0.000663547885620053,0.130888953963115,0.417795262569876,0.425102819497867,0.663181183249219,0.336818816750781,0.342326420140828,0.657673579859172,0.0669611409011806,1560
"13",0.0002200001,0.00062233672680646,0.12985554160739,0.42732854040503,0.43074578450669,0.657231470165639,0.342768529834361,0.345207274201056,0.654792725798944,0.0670685784984801,1592
"14",0.0002400001,0.000662643937720033,0.12943695949613,0.436603303915788,0.440149407606918,0.651158639813142,0.348841360186858,0.350850774024371,0.649149225975629,0.0671745532916744,1603
"15",0.0002600001,0.000717255889685903,0.129138944269898,0.43968304662464,0.440056937772163,0.649926479385176,0.350073520614824,0.349463334783909,0.650536665216091,0.0672323444570238,1600
"16",0.0002800001,0.000755641739983498,0.129243260230568,0.45011243024986,0.452503439129087,0.642947661433017,0.357052338566983,0.357662633299988,0.642337366700012,0.0673116652585029,1618
"17",0.0003000001,0.000678503549729102,0.131551733902765,0.452117541585324,0.465346791185338,0.642454384487387,0.357545615512613,0.366545774866368,0.633454225133632,0.0672416961959368,1600
"18",0.0003200001,0.000750863483520955,0.129558514852132,0.461963854692851,0.466207965364174,0.63606489813048,0.36393510186952,0.366378086432738,0.633621913567261,0.0673868180533172,1565
"19",0.0003400001,0.000644984816642316,0.127822209573696,0.47636709678055,0.467177930633837,0.626264593715744,0.373735406284256,0.36616518489086,0.63383481510914,0.0675101401872574,1619
"20",0.0003600001,0.000736700264664961,0.129714423127451,0.474956497051271,0.478878901581885,0.628153821802209,0.371846178197791,0.374284495641762,0.625715504358238,0.0674754161148741,1617
"21",0.0003800001,0.000827835982358753,0.128805794094375,0.474767016535154,0.474858284614203,0.628675188597859,0.371324811402141,0.370059483961166,0.629940516038834,0.0675367131739067,1647
"22",0.0004000001,0.000720283981440553,0.129162522478189,0.481914643986142,0.483065391041702,0.624342854704778,0.375657145295222,0.375986549513209,0.624013450486791,0.0675485254076909,1625
"23",0.0004200001,0.000683213753810143,0.128591949985503,0.489082099034525,0.486697252724721,0.619527461761404,0.380472538238596,0.377753459590839,0.622246540409161,0.0676201985246624,1641
"24",0.0004400001,0.000791436737444242,0.131251726292234,0.489042059372568,0.500208180759488,0.620447775370136,0.379552224629864,0.38745528933498,0.61254471066502,0.0675402014713016,1637
"25",0.0004600001,0.000808838598178813,0.129397385358043,0.495538137276604,0.498632517466893,0.616053456615006,0.383946543384994,0.385207639896372,0.614792360103628,0.0676716295693943,1576
"26",0.0004800001,0.000672350012020136,0.129052249828468,0.503067389272304,0.504975025868842,0.610624982554243,0.389375017445757,0.389494359273706,0.610505640726294,0.0677204066172155,1591
"27",0.0005000001,0.000764810014605069,0.129511140448957,0.501050476203446,0.505458179614276,0.613128196589547,0.386871803410453,0.389142610557448,0.610857389442552,0.0677118220324796,1669
