Location,Ant_ID,Ant_ID_(partner),start_time,end_time,,,,,,,,,,,,,,,,,,
1,666,33,11892,11944,,,,,,,,,,,,,,,,,,
1,452,489,11910,11918,,,,,,,,,,,,,,,,,,
1,489,452,11910,11918,,,,,,,,,,,,,,,,,,
1,564,754,11968,11976,,,,,,,,,,,,,,,,,,
1,754,564,11968,11976,,,,,,,,,,,,,,,,,,
1,463,732,11979,11983,,,,,,,,,,,,,,,,,,
1,732,463,11979,11983,,,,,,,,,,,,,,,,,,
1,1,407,11996,12113,,,,,,,,,,,,,,,,,,
1,407,1,11996,12113,,,,,,,,,,,,,,,,,,
1,754,765,12008,12048,,,,,,,,,,,,,,,,,,
1,765,754,12008,12048,,,,,,,,,,,,,,,,,,
1,489,666,12009,12026,,,,,,,,,,,,,,,,,,
1,666,489,12009,12026,,,,,,,,,,,,,,,,,,
1,489,666,12031,12047,,,,,,,,,,,,,,,,,,
1,666,489,12031,12047,,,,,,,,,,,,,,,,,,
1,666,489,12087,12091,,,,,,,,,,,,,,,,,,
1,489,666,12087,12091,,,,,,,,,,,,,,,,,,
1,489,754,12168,12170,,,,,,,,,,,,,,,,,,
1,754,489,12168,12170,,,,,,,,,,,,,,,,,,
1,489,754,12187,12270,,,,,,,,,,,,,,,,,,
1,754,489,12187,12270,,,,,,,,,,,,,,,,,,
1,32,463,12494,12499,,,,,,,,,,,,,,,,,,
1,463,32,12494,12499,,,,,,,,,,,,,,,,,,
1,463,560,12510,12516,,,,,,,,,,,,,,,,,,
1,560,463,12510,12516,,,,,,,,,,,,,,,,,,
1,732,823,12529,12532,,,,,,,,,,,,,,,,,,
1,823,732,12529,12532,,,,,,,,,,,,,,,,,,
1,765,823,12552,12607,,,,,,,,,,,,,,,,,,
1,823,765,12552,12607,,,,,,,,,,,,,,,,,,
1,765,823,12623,12721,,,,,,,,,,,,,,,,,,
1,823,765,12623,12721,,,,,,,,,,,,,,,,,,
1,732,765,12765,12776,,,,,,,,,,,,,,,,,,
1,765,732,12765,12776,,,,,,,,,,,,,,,,,,
1,765,823,12882,12895,,,,,,,,,,,,,,,,,,
1,823,765,12882,12895,,,,,,,,,,,,,,,,,,
1,463,630,12892,12904,,,,,,,,,,,,,,,,,,
1,630,463,12892,12904,,,,,,,,,,,,,,,,,,
1,560,463,12913,12923,,,,,,,,,,,,,,,,,,
1,463,560,12913,12923,,,,,,,,,,,,,,,,,,
1,630,823,12925,12939,,,,,,,,,,,,,,,,,,
1,823,630,12925,12939,,,,,,,,,,,,,,,,,,
1,463,560,12927,12970,,,,,,,,,,,,,,,,,,
1,560,463,12927,12970,,,,,,,,,,,,,,,,,,
1,630,732,12982,12994,,,,,,,,,,,,,,,,,,
1,732,630,12982,12994,,,,,,,,,,,,,,,,,,
1,630,732,13000,13006,,,,,,,,,,,,,,,,,,
1,732,630,13000,13006,,,,,,,,,,,,,,,,,,
1,1,489,13280,13375,,,,,,,,,,,,,,,,,,
1,489,1,13280,13375,,,,,,,,,,,,,,,,,,
1,1,754,13423,13434,,,,,,,,,,,,,,,,,,
1,754,1,13423,13434,,,,,,,,,,,,,,,,,,
1,452,489,13434,13455,,,,,,,,,,,,,,,,,,
1,489,452,13434,13455,,,,,,,,,,,,,,,,,,
1,452,489,13462,13473,,,,,,,,,,,,,,,,,,
1,489,452,13462,13473,,,,,,,,,,,,,,,,,,
1,4,407,13464,13703,,,,,,,,,,,,,,,,,,
1,407,4,13464,13703,,,,,,,,,,,,,,,,,,
1,452,666,13606,13778,,,,,,,,,,,,,,,,,,
1,666,452,13606,13778,,,,,,,,,,,,,,,,,,
1,666,754,13862,13900,,,,,,,,,,,,,,,,,,
1,754,666,13862,13900,,,,,,,,,,,,,,,,,,
1,1,604,13959,13969,,,,,,,,,,,,,,,,,,
1,604,1,13959,13969,,,,,,,,,,,,,,,,,,
1,575,q,13987,14017,,,,,,,,,,,,,,,,,,
1,q,575,13987,14017,,,,,,,,,,,,,,,,,,
1,575,q,14022,14050,,,,,,,,,,,,,,,,,,
1,q,575,14022,14050,,,,,,,,,,,,,,,,,,
1,32,33,14054,14070,,,,,,,,,,,,,,,,,,
1,33,32,14054,14070,,,,,,,,,,,,,,,,,,
1,452,666,14055,14090,,,,,,,,,,,,,,,,,,
1,666,452,14055,14090,,,,,,,,,,,,,,,,,,
1,1,452,14128,14136,,,,,,,,,,,,,,,,,,
1,452,1,14128,14136,,,,,,,,,,,,,,,,,,
1,463,538,14196,14199,,,,,,,,,,,,,,,,,,
1,538,463,14196,14199,,,,,,,,,,,,,,,,,,
1,463,560,14282,14292,,,,,,,,,,,,,,,,,,
1,560,463,14282,14292,,,,,,,,,,,,,,,,,,
1,32,754,14338,14349,,,,,,,,,,,,,,,,,,
1,754,32,14338,14349,,,,,,,,,,,,,,,,,,
2,788,564,353,358,,,,,,,,,,,,,,,,,,
2,564,788,353,358,,,,,,,,,,,,,,,,,,
2,539,632,460,498,,,,,,,,,,,,,,,,,,
2,632,539,460,498,,,,,,,,,,,,,,,,,,
2,539,632,510,550,,,,,,,,,,,,,,,,,,
2,632,539,510,550,,,,,,,,,,,,,,,,,,
2,632,47,856,932,,,,,,,,,,,,,,,,,,
2,47,632,856,932,,,,,,,,,,,,,,,,,,
2,788,631,1386,1409,,,,,,,,,,,,,,,,,,
2,631,788,1386,1409,,,,,,,,,,,,,,,,,,
2,688,788,1704,1809,,,,,,,,,,,,,,,,,,
2,788,688,1704,1809,,,,,,,,,,,,,,,,,,
2,630,539,3634,3643,,,,,,,,,,,,,,,,,,
2,539,630,3634,3643,,,,,,,,,,,,,,,,,,
2,630,534,3718,3722,,,,,,,,,,,,,,,,,,
2,534,630,3718,3722,,,,,,,,,,,,,,,,,,
2,788,422,5103,5106,,,,,,,,,,,,,,,,,,
2,422,788,5103,5106,,,,,,,,,,,,,,,,,,
2,630,765,9804,9819,,,,,,,,,,,,,,,,,,
2,765,630,9804,9819,,,,,,,,,,,,,,,,,,
2,729,732,10530,10532,,,,,,,,,,,,,,,,,,
2,732,729,10530,10532,,,,,,,,,,,,,,,,,,
2,729,732,10571,10595,,,,,,,,,,,,,,,,,,
2,732,729,10571,10595,,,,,,,,,,,,,,,,,,
2,564,732,10610,10629,,,,,,,,,,,,,,,,,,
2,732,564,10610,10629,,,,,,,,,,,,,,,,,,
2,729,564,10656,10661,,,,,,,,,,,,,,,,,,
2,564,729,10656,10661,,,,,,,,,,,,,,,,,,
2,732,729,10678,10684,,,,,,,,,,,,,,,,,,
2,729,732,10678,10684,,,,,,,,,,,,,,,,,,
2,729,47,10840,10845,,,,,,,,,,,,,,,,,,
2,47,729,10840,10845,,,,,,,,,,,,,,,,,,
3,763,491,1476,1479,,,,,,,,,,,,,,,,,,
3,491,763,1476,1479,,,,,,,,,,,,,,,,,,
3,788,797,5566,5577,,,,,,,,,,,,,,,,,,
3,797,788,5566,5577,,,,,,,,,,,,,,,,,,
4,758,688,0,45,,,,,,,,,,,,,,,,,,
4,688,758,0,45,,,,,,,,,,,,,,,,,,
4,797,429,279,286,,,,,,,,,,,,,,,,,,
4,429,797,279,286,,,,,,,,,,,,,,,,,,
4,797,424,489,704,,,,,,,,,,,,,,,,,,
4,424,797,489,704,,,,,,,,,,,,,,,,,,
4,819,788,576,589,,,,,,,,,,,,,,,,,,
4,788,819,576,589,,,,,,,,,,,,,,,,,,
4,32,788,656,671,,,,,,,,,,,,,,,,,,
4,788,32,656,671,,,,,,,,,,,,,,,,,,
4,688,763,737,785,,,,,,,,,,,,,,,,,,
4,763,688,737,785,,,,,,,,,,,,,,,,,,
4,699,429,755,763,,,,,,,,,,,,,,,,,,
4,429,699,755,763,,,,,,,,,,,,,,,,,,
4,539,458,891,897,,,,,,,,,,,,,,,,,,
4,458,539,891,897,,,,,,,,,,,,,,,,,,
4,429,539,912,916,,,,,,,,,,,,,,,,,,
4,539,429,912,916,,,,,,,,,,,,,,,,,,
4,458,429,934,938,,,,,,,,,,,,,,,,,,
4,429,458,934,938,,,,,,,,,,,,,,,,,,
4,539,627,956,968,,,,,,,,,,,,,,,,,,
4,627,539,956,968,,,,,,,,,,,,,,,,,,
4,424,797,961,1148,,,,,,,,,,,,,,,,,,
4,797,424,961,1148,,,,,,,,,,,,,,,,,,
4,763,632,972,1006,,,,,,,,,,,,,,,,,,
4,632,763,972,1006,,,,,,,,,,,,,,,,,,
4,763,632,1016,1036,,,,,,,,,,,,,,,,,,
4,632,763,1016,1036,,,,,,,,,,,,,,,,,,
4,763,539,1076,1126,,,,,,,,,,,,,,,,,,
4,539,763,1076,1126,,,,,,,,,,,,,,,,,,
4,688,632,1108,1110,,,,,,,,,,,,,,,,,,
4,632,688,1108,1110,,,,,,,,,,,,,,,,,,
4,698,632,1128,1242,,,,,,,,,,,,,,,,,,
4,632,698,1128,1242,,,,,,,,,,,,,,,,,,
4,539,788,1139,1141,,,,,,,,,,,,,,,,,,
4,788,539,1139,1141,,,,,,,,,,,,,,,,,,
4,788,763,1159,1167,,,,,,,,,,,,,,,,,,
4,763,788,1159,1167,,,,,,,,,,,,,,,,,,
4,32,763,1178,1207,,,,,,,,,,,,,,,,,,
4,763,32,1178,1207,,,,,,,,,,,,,,,,,,
4,758,754,1212,1242,,,,,,,,,,,,,,,,,,
4,754,758,1212,1242,,,,,,,,,,,,,,,,,,
4,763,539,1219,1224,,,,,,,,,,,,,,,,,,
4,539,763,1219,1224,,,,,,,,,,,,,,,,,,
4,758,632,1268,1270,,,,,,,,,,,,,,,,,,
4,632,758,1268,1270,,,,,,,,,,,,,,,,,,
4,632,698,1284,1315,,,,,,,,,,,,,,,,,,
4,698,632,1284,1315,,,,,,,,,,,,,,,,,,
4,539,763,1293,1295,,,,,,,,,,,,,,,,,,
4,763,539,1293,1295,,,,,,,,,,,,,,,,,,
4,32,632,1333,1355,,,,,,,,,,,,,,,,,,
4,632,32,1333,1355,,,,,,,,,,,,,,,,,,
4,418,424,1355,1380,,,,,,,,,,,,,,,,,,
4,424,418,1355,1380,,,,,,,,,,,,,,,,,,
4,424,422,1408,1421,,,,,,,,,,,,,,,,,,
4,422,424,1408,1421,,,,,,,,,,,,,,,,,,
4,542,632,1449,1502,,,,,,,,,,,,,,,,,,
4,632,542,1449,1502,,,,,,,,,,,,,,,,,,
4,819,491,1514,1525,,,,,,,,,,,,,,,,,,
4,491,819,1514,1525,,,,,,,,,,,,,,,,,,
4,632,631,1567,1632,,,,,,,,,,,,,,,,,,
4,631,632,1567,1632,,,,,,,,,,,,,,,,,,
4,819,632,1740,1777,,,,,,,,,,,,,,,,,,
4,632,819,1740,1777,,,,,,,,,,,,,,,,,,
4,632,631,1815,1857,,,,,,,,,,,,,,,,,,
4,631,632,1815,1857,,,,,,,,,,,,,,,,,,
4,424,657,1841,1843,,,,,,,,,,,,,,,,,,
4,657,424,1841,1843,,,,,,,,,,,,,,,,,,
4,424,657,1844,1847,,,,,,,,,,,,,,,,,,
4,657,424,1844,1847,,,,,,,,,,,,,,,,,,
4,632,491,1885,1887,,,,,,,,,,,,,,,,,,
4,491,632,1885,1887,,,,,,,,,,,,,,,,,,
4,424,632,1898,1910,,,,,,,,,,,,,,,,,,
4,632,424,1898,1910,,,,,,,,,,,,,,,,,,
4,422,72,1906,1922,,,,,,,,,,,,,,,,,,
4,72,422,1906,1922,,,,,,,,,,,,,,,,,,
4,424,763,1943,1947,,,,,,,,,,,,,,,,,,
4,763,424,1943,1947,,,,,,,,,,,,,,,,,,
4,424,631,1991,1994,,,,,,,,,,,,,,,,,,
4,631,424,1991,1994,,,,,,,,,,,,,,,,,,
4,632,72,1995,2010,,,,,,,,,,,,,,,,,,
4,72,632,1995,2010,,,,,,,,,,,,,,,,,,
4,819,424,2030,2087,,,,,,,,,,,,,,,,,,
4,424,819,2030,2087,,,,,,,,,,,,,,,,,,
4,542,422,2033,2049,,,,,,,,,,,,,,,,,,
4,422,542,2033,2049,,,,,,,,,,,,,,,,,,
4,722,72,2037,2043,,,,,,,,,,,,,,,,,,
4,72,722,2037,2043,,,,,,,,,,,,,,,,,,
4,754,418,2041,2058,,,,,,,,,,,,,,,,,,
4,418,754,2041,2058,,,,,,,,,,,,,,,,,,
4,793,657,2086,2090,,,,,,,,,,,,,,,,,,
4,657,793,2086,2090,,,,,,,,,,,,,,,,,,
4,722,754,2090,2104,,,,,,,,,,,,,,,,,,
4,754,722,2090,2104,,,,,,,,,,,,,,,,,,
4,722,72,2121,2125,,,,,,,,,,,,,,,,,,
4,72,722,2121,2125,,,,,,,,,,,,,,,,,,
4,491,788,2153,2166,,,,,,,,,,,,,,,,,,
4,788,491,2153,2166,,,,,,,,,,,,,,,,,,
4,722,542,2163,2166,,,,,,,,,,,,,,,,,,
4,542,722,2163,2166,,,,,,,,,,,,,,,,,,
4,424,788,2170,2233,,,,,,,,,,,,,,,,,,
4,788,424,2170,2233,,,,,,,,,,,,,,,,,,
4,632,819,2285,2338,,,,,,,,,,,,,,,,,,
4,819,632,2285,2338,,,,,,,,,,,,,,,,,,
4,671,429,2286,2307,,,,,,,,,,,,,,,,,,
4,429,671,2286,2307,,,,,,,,,,,,,,,,,,
4,631,763,2292,2311,,,,,,,,,,,,,,,,,,
4,763,631,2292,2311,,,,,,,,,,,,,,,,,,
4,722,418,2296,2302,,,,,,,,,,,,,,,,,,
4,418,722,2296,2302,,,,,,,,,,,,,,,,,,
4,722,418,2305,2307,,,,,,,,,,,,,,,,,,
4,418,722,2305,2307,,,,,,,,,,,,,,,,,,
4,722,4,2314,2339,,,,,,,,,,,,,,,,,,
4,4,722,2314,2339,,,,,,,,,,,,,,,,,,
4,424,763,2322,2338,,,,,,,,,,,,,,,,,,
4,763,424,2322,2338,,,,,,,,,,,,,,,,,,
4,631,788,2322,2406,,,,,,,,,,,,,,,,,,
4,788,631,2322,2406,,,,,,,,,,,,,,,,,,
4,722,418,2354,2359,,,,,,,,,,,,,,,,,,
4,418,722,2354,2359,,,,,,,,,,,,,,,,,,
4,72,819,2362,2364,,,,,,,,,,,,,,,,,,
4,819,72,2362,2364,,,,,,,,,,,,,,,,,,
4,671,429,2389,2391,,,,,,,,,,,,,,,,,,
4,429,671,2389,2391,,,,,,,,,,,,,,,,,,
4,763,788,2422,2432,,,,,,,,,,,,,,,,,,
4,788,763,2422,2432,,,,,,,,,,,,,,,,,,
4,722,4,2426,2430,,,,,,,,,,,,,,,,,,
4,4,722,2426,2430,,,,,,,,,,,,,,,,,,
4,632,429,2440,2448,,,,,,,,,,,,,,,,,,
4,429,632,2440,2448,,,,,,,,,,,,,,,,,,
4,632,429,2455,2482,,,,,,,,,,,,,,,,,,
4,429,632,2455,2482,,,,,,,,,,,,,,,,,,
4,657,4,2475,2571,,,,,,,,,,,,,,,,,,
4,4,657,2475,2571,,,,,,,,,,,,,,,,,,
4,424,788,2487,2495,,,,,,,,,,,,,,,,,,
4,788,424,2487,2495,,,,,,,,,,,,,,,,,,
4,631,763,2517,2529,,,,,,,,,,,,,,,,,,
4,763,631,2517,2529,,,,,,,,,,,,,,,,,,
4,632,722,2533,2561,,,,,,,,,,,,,,,,,,
4,722,632,2533,2561,,,,,,,,,,,,,,,,,,
4,788,4,2629,2644,,,,,,,,,,,,,,,,,,
4,4,788,2629,2644,,,,,,,,,,,,,,,,,,
4,627,822,2661,2670,,,,,,,,,,,,,,,,,,
4,822,627,2661,2670,,,,,,,,,,,,,,,,,,
4,788,4,2743,2750,,,,,,,,,,,,,,,,,,
4,4,788,2743,2750,,,,,,,,,,,,,,,,,,
4,424,763,2812,2815,,,,,,,,,,,,,,,,,,
4,763,424,2812,2815,,,,,,,,,,,,,,,,,,
4,424,819,2841,2875,,,,,,,,,,,,,,,,,,
4,819,424,2841,2875,,,,,,,,,,,,,,,,,,
4,491,4,2857,2862,,,,,,,,,,,,,,,,,,
4,4,491,2857,2862,,,,,,,,,,,,,,,,,,
4,722,788,2857,2868,,,,,,,,,,,,,,,,,,
4,788,722,2857,2868,,,,,,,,,,,,,,,,,,
4,632,788,2879,2894,,,,,,,,,,,,,,,,,,
4,788,632,2879,2894,,,,,,,,,,,,,,,,,,
4,632,788,2910,2918,,,,,,,,,,,,,,,,,,
4,788,632,2910,2918,,,,,,,,,,,,,,,,,,
4,631,788,2939,2995,,,,,,,,,,,,,,,,,,
4,788,631,2939,2995,,,,,,,,,,,,,,,,,,
4,754,4,2960,2965,,,,,,,,,,,,,,,,,,
4,4,754,2960,2965,,,,,,,,,,,,,,,,,,
4,754,788,3012,3025,,,,,,,,,,,,,,,,,,
4,788,754,3012,3025,,,,,,,,,,,,,,,,,,
4,797,788,3080,3089,,,,,,,,,,,,,,,,,,
4,788,797,3080,3089,,,,,,,,,,,,,,,,,,
4,797,788,3102,3105,,,,,,,,,,,,,,,,,,
4,788,797,3102,3105,,,,,,,,,,,,,,,,,,
4,657,671,3171,3191,,,,,,,,,,,,,,,,,,
4,671,657,3171,3191,,,,,,,,,,,,,,,,,,
4,822,788,3212,3368,,,,,,,,,,,,,,,,,,
4,788,822,3212,3368,,,,,,,,,,,,,,,,,,
4,822,797,3264,3351,,,,,,,,,,,,,,,,,,
4,797,788,3264,3351,,,,,,,,,,,,,,,,,,
4,797,822,3264,3351,,,,,,,,,,,,,,,,,,
4,788,797,3264,3351,,,,,,,,,,,,,,,,,,
4,797,788,3402,3425,,,,,,,,,,,,,,,,,,
4,788,797,3402,3425,,,,,,,,,,,,,,,,,,
4,754,822,3442,3713,,,,,,,,,,,,,,,,,,
4,822,754,3442,3713,,,,,,,,,,,,,,,,,,
4,797,788,3446,3455,,,,,,,,,,,,,,,,,,
4,788,797,3446,3455,,,,,,,,,,,,,,,,,,
4,797,788,3468,3482,,,,,,,,,,,,,,,,,,
4,788,797,3468,3482,,,,,,,,,,,,,,,,,,
4,797,788,3488,3504,,,,,,,,,,,,,,,,,,
4,788,797,3488,3504,,,,,,,,,,,,,,,,,,
4,632,788,3506,3512,,,,,,,,,,,,,,,,,,
4,788,632,3506,3512,,,,,,,,,,,,,,,,,,
4,429,722,3591,3603,,,,,,,,,,,,,,,,,,
4,722,429,3591,3603,,,,,,,,,,,,,,,,,,
4,418,598,3620,3681,,,,,,,,,,,,,,,,,,
4,598,418,3620,3681,,,,,,,,,,,,,,,,,,
4,819,788,3621,3714,,,,,,,,,,,,,,,,,,
4,788,819,3621,3714,,,,,,,,,,,,,,,,,,
4,429,657,3637,3644,,,,,,,,,,,,,,,,,,
4,657,429,3637,3644,,,,,,,,,,,,,,,,,,
4,429,657,3656,3712,,,,,,,,,,,,,,,,,,
4,657,429,3656,3712,,,,,,,,,,,,,,,,,,
4,788,819,3738,3838,,,,,,,,,,,,,,,,,,
4,819,788,3738,3838,,,,,,,,,,,,,,,,,,
4,797,822,3762,3773,,,,,,,,,,,,,,,,,,
4,822,797,3762,3773,,,,,,,,,,,,,,,,,,
4,481,539,3791,3804,,,,,,,,,,,,,,,,,,
4,539,481,3791,3804,,,,,,,,,,,,,,,,,,
4,481,788,3829,3838,,,,,,,,,,,,,,,,,,
4,788,481,3829,3838,,,,,,,,,,,,,,,,,,
4,481,819,3829,3844,,,,,,,,,,,,,,,,,,
4,819,481,3829,3844,,,,,,,,,,,,,,,,,,
4,491,819,3933,3937,,,,,,,,,,,,,,,,,,
4,819,491,3933,3937,,,,,,,,,,,,,,,,,,
4,462,598,3955,3962,,,,,,,,,,,,,,,,,,
4,598,462,3955,3962,,,,,,,,,,,,,,,,,,
4,491,819,3958,4018,,,,,,,,,,,,,,,,,,
4,819,491,3958,4018,,,,,,,,,,,,,,,,,,
4,424,763,3967,3979,,,,,,,,,,,,,,,,,,
4,763,424,3967,3979,,,,,,,,,,,,,,,,,,
4,793,822,4004,4029,,,,,,,,,,,,,,,,,,
4,822,793,4004,4029,,,,,,,,,,,,,,,,,,
4,758,763,4021,4027,,,,,,,,,,,,,,,,,,
4,763,758,4021,4027,,,,,,,,,,,,,,,,,,
4,32,797,4042,4092,,,,,,,,,,,,,,,,,,
4,797,32,4042,4092,,,,,,,,,,,,,,,,,,
4,758,763,4073,4077,,,,,,,,,,,,,,,,,,
4,763,758,4073,4077,,,,,,,,,,,,,,,,,,
4,462,726,4107,4130,,,,,,,,,,,,,,,,,,
4,726,462,4107,4130,,,,,,,,,,,,,,,,,,
4,32,631,4126,4138,,,,,,,,,,,,,,,,,,
4,631,32,4126,4138,,,,,,,,,,,,,,,,,,
4,632,754,4130,4136,,,,,,,,,,,,,,,,,,
4,754,632,4130,4136,,,,,,,,,,,,,,,,,,
4,491,788,4136,4143,,,,,,,,,,,,,,,,,,
4,788,491,4136,4143,,,,,,,,,,,,,,,,,,
4,462,726,4152,4176,,,,,,,,,,,,,,,,,,
4,726,462,4152,4176,,,,,,,,,,,,,,,,,,
4,754,793,4177,4182,,,,,,,,,,,,,,,,,,
4,793,754,4177,4182,,,,,,,,,,,,,,,,,,
4,788,819,4179,4244,,,,,,,,,,,,,,,,,,
4,819,788,4179,4244,,,,,,,,,,,,,,,,,,
4,631,726,4201,4459,,,,,,,,,,,,,,,,,,
4,726,631,4201,4459,,,,,,,,,,,,,,,,,,
4,754,793,4206,4211,,,,,,,,,,,,,,,,,,
4,793,754,4206,4211,,,,,,,,,,,,,,,,,,
4,32,491,4241,4243,,,,,,,,,,,,,,,,,,
4,491,32,4241,4243,,,,,,,,,,,,,,,,,,
4,32,491,4247,4251,,,,,,,,,,,,,,,,,,
4,491,32,4247,4251,,,,,,,,,,,,,,,,,,
4,32,788,4275,4288,,,,,,,,,,,,,,,,,,
4,788,32,4275,4288,,,,,,,,,,,,,,,,,,
4,422,788,4299,4330,,,,,,,,,,,,,,,,,,
4,788,422,4299,4330,,,,,,,,,,,,,,,,,,
4,422,788,4452,4473,,,,,,,,,,,,,,,,,,
4,788,422,4452,4473,,,,,,,,,,,,,,,,,,
4,32,788,4502,4537,,,,,,,,,,,,,,,,,,
4,788,32,4502,4537,,,,,,,,,,,,,,,,,,
4,422,788,4550,4694,,,,,,,,,,,,,,,,,,
4,788,422,4550,4694,,,,,,,,,,,,,,,,,,
4,793,797,4667,4716,,,,,,,,,,,,,,,,,,
4,797,793,4667,4716,,,,,,,,,,,,,,,,,,
4,422,788,4704,4713,,,,,,,,,,,,,,,,,,
4,788,422,4704,4713,,,,,,,,,,,,,,,,,,
4,422,788,4718,4724,,,,,,,,,,,,,,,,,,
4,788,422,4718,4724,,,,,,,,,,,,,,,,,,
4,539,754,4751,4760,,,,,,,,,,,,,,,,,,
4,754,539,4751,4760,,,,,,,,,,,,,,,,,,
4,424,788,4775,4782,,,,,,,,,,,,,,,,,,
4,788,424,4775,4782,,,,,,,,,,,,,,,,,,
4,424,788,4786,4792,,,,,,,,,,,,,,,,,,
4,788,424,4786,4792,,,,,,,,,,,,,,,,,,
4,788,819,4798,4826,,,,,,,,,,,,,,,,,,
4,819,788,4798,4826,,,,,,,,,,,,,,,,,,
4,788,819,4843,4848,,,,,,,,,,,,,,,,,,
4,819,788,4843,4848,,,,,,,,,,,,,,,,,,
4,424,788,4866,4874,,,,,,,,,,,,,,,,,,
4,788,424,4866,4874,,,,,,,,,,,,,,,,,,
4,539,627,4891,4895,,,,,,,,,,,,,,,,,,
4,627,539,4891,4895,,,,,,,,,,,,,,,,,,
4,632,539,4913,4923,,,,,,,,,,,,,,,,,,
4,539,632,4913,4923,,,,,,,,,,,,,,,,,,
4,758,788,4948,4988,,,,,,,,,,,,,,,,,,
4,788,758,4948,4988,,,,,,,,,,,,,,,,,,
4,758,797,5030,5032,,,,,,,,,,,,,,,,,,
4,797,758,5030,5032,,,,,,,,,,,,,,,,,,
4,424,788,5039,5048,,,,,,,,,,,,,,,,,,
4,788,424,5039,5048,,,,,,,,,,,,,,,,,,
4,491,797,5040,5045,,,,,,,,,,,,,,,,,,
4,797,491,5040,5045,,,,,,,,,,,,,,,,,,
4,758,797,5045,5226,,,,,,,,,,,,,,,,,,
4,797,758,5045,5226,,,,,,,,,,,,,,,,,,
4,632,539,5089,5109,,,,,,,,,,,,,,,,,,
4,539,632,5089,5109,,,,,,,,,,,,,,,,,,
4,788,819,5169,5181,,,,,,,,,,,,,,,,,,
4,819,788,5169,5181,,,,,,,,,,,,,,,,,,
4,4,788,5185,5197,,,,,,,,,,,,,,,,,,
4,788,4,5185,5197,,,,,,,,,,,,,,,,,,
4,424,788,5244,5247,,,,,,,,,,,,,,,,,,
4,788,424,5244,5247,,,,,,,,,,,,,,,,,,
4,788,797,5269,5279,,,,,,,,,,,,,,,,,,
4,797,788,5269,5279,,,,,,,,,,,,,,,,,,
4,632,758,5277,5307,,,,,,,,,,,,,,,,,,
4,758,632,5277,5307,,,,,,,,,,,,,,,,,,
4,424,754,5367,5374,,,,,,,,,,,,,,,,,,
4,754,424,5367,5374,,,,,,,,,,,,,,,,,,
4,671,758,5409,5417,,,,,,,,,,,,,,,,,,
4,758,671,5409,5417,,,,,,,,,,,,,,,,,,
4,424,688,5427,5459,,,,,,,,,,,,,,,,,,
4,688,424,5427,5459,,,,,,,,,,,,,,,,,,
4,726,758,5449,5452,,,,,,,,,,,,,,,,,,
4,758,726,5449,5452,,,,,,,,,,,,,,,,,,
4,598,819,5464,5512,,,,,,,,,,,,,,,,,,
4,819,598,5464,5512,,,,,,,,,,,,,,,,,,
4,462,758,5469,5492,,,,,,,,,,,,,,,,,,
4,758,462,5469,5492,,,,,,,,,,,,,,,,,,
4,819,598,5528,5541,,,,,,,,,,,,,,,,,,
4,598,819,5528,5541,,,,,,,,,,,,,,,,,,
4,631,688,5550,5555,,,,,,,,,,,,,,,,,,
4,688,631,5550,5555,,,,,,,,,,,,,,,,,,
4,754,797,5617,5658,,,,,,,,,,,,,,,,,,
4,797,754,5617,5658,,,,,,,,,,,,,,,,,,
4,424,788,5627,5640,,,,,,,,,,,,,,,,,,
4,788,424,5627,5640,,,,,,,,,,,,,,,,,,
4,598,819,5645,5655,,,,,,,,,,,,,,,,,,
4,819,598,5645,5655,,,,,,,,,,,,,,,,,,
4,788,797,5659,5679,,,,,,,,,,,,,,,,,,
4,797,788,5659,5679,,,,,,,,,,,,,,,,,,
4,754,819,5678,5694,,,,,,,,,,,,,,,,,,
4,819,754,5678,5694,,,,,,,,,,,,,,,,,,
4,418,788,5692,5712,,,,,,,,,,,,,,,,,,
4,788,418,5692,5712,,,,,,,,,,,,,,,,,,
4,754,819,5711,5740,,,,,,,,,,,,,,,,,,
4,819,754,5711,5740,,,,,,,,,,,,,,,,,,
4,418,754,5762,5798,,,,,,,,,,,,,,,,,,
4,754,418,5762,5798,,,,,,,,,,,,,,,,,,
4,418,822,5798,5801,,,,,,,,,,,,,,,,,,
4,822,418,5798,5801,,,,,,,,,,,,,,,,,,
4,754,822,5806,5856,,,,,,,,,,,,,,,,,,
4,822,754,5806,5856,,,,,,,,,,,,,,,,,,
4,418,797,5827,5850,,,,,,,,,,,,,,,,,,
4,797,418,5827,5850,,,,,,,,,,,,,,,,,,
4,788,491,5851,5855,,,,,,,,,,,,,,,,,,
4,491,788,5851,5855,,,,,,,,,,,,,,,,,,
4,788,754,5886,5929,,,,,,,,,,,,,,,,,,
4,754,788,5886,5929,,,,,,,,,,,,,,,,,,
4,598,819,5936,5949,,,,,,,,,,,,,,,,,,
4,819,598,5936,5949,,,,,,,,,,,,,,,,,,
4,429,754,5961,5974,,,,,,,,,,,,,,,,,,
4,754,429,5961,5974,,,,,,,,,,,,,,,,,,
4,418,819,5971,5973,,,,,,,,,,,,,,,,,,
4,819,418,5971,5973,,,,,,,,,,,,,,,,,,
4,657,754,6018,6027,,,,,,,,,,,,,,,,,,
4,754,657,6018,6027,,,,,,,,,,,,,,,,,,
4,627,754,6036,6053,,,,,,,,,,,,,,,,,,
4,754,627,6036,6053,,,,,,,,,,,,,,,,,,
