Location,Ant_ID,Ant_ID_(partner),start_time,end_time,,,,,,,,,,,,,,,,,,,,,
1,818,109,7937,7999,,,,,,,,,,,,,,,,,,,,,
1,76,166,8052,8285,,,,,,,,,,,,,,,,,,,,,
1,166,76,8052,8285,,,,,,,,,,,,,,,,,,,,,
1,570,657,8104,8138,,,,,,,,,,,,,,,,,,,,,
1,657,570,8104,8138,,,,,,,,,,,,,,,,,,,,,
1,532,657,8241,8320,,,,,,,,,,,,,,,,,,,,,
1,657,532,8241,8320,,,,,,,,,,,,,,,,,,,,,
1,76,166,8288,8291,,,,,,,,,,,,,,,,,,,,,
1,166,76,8288,8291,,,,,,,,,,,,,,,,,,,,,
1,76,166,8302,8330,,,,,,,,,,,,,,,,,,,,,
1,166,76,8302,8330,,,,,,,,,,,,,,,,,,,,,
1,199,797,8396,8789,,,,,,,,,,,,,,,,,,,,,
1,797,199,8396,8789,,,,,,,,,,,,,,,,,,,,,
1,67,758,8424,8461,,,,,,,,,,,,,,,,,,,,,
1,758,67,8424,8461,,,,,,,,,,,,,,,,,,,,,
1,646,109,8474,8751,,,,,,,,,,,,,,,,,,,,,
1,109,646,8474,8751,,,,,,,,,,,,,,,,,,,,,
1,295,q,8701,8711,,,,,,,,,,,,,,,,,,,,,
1,q,295,8701,8711,,,,,,,,,,,,,,,,,,,,,
1,657,818,8797,8802,,,,,,,,,,,,,,,,,,,,,
1,818,657,8797,8802,,,,,,,,,,,,,,,,,,,,,
1,109,119,8824,8828,,,,,,,,,,,,,,,,,,,,,
1,119,109,8824,8828,,,,,,,,,,,,,,,,,,,,,
1,109,119,8831,8836,,,,,,,,,,,,,,,,,,,,,
1,119,109,8831,8836,,,,,,,,,,,,,,,,,,,,,
1,797,199,8853,8856,,,,,,,,,,,,,,,,,,,,,
1,199,797,8853,8856,,,,,,,,,,,,,,,,,,,,,
1,646,109,8870,8875,,,,,,,,,,,,,,,,,,,,,
1,109,646,8870,8875,,,,,,,,,,,,,,,,,,,,,
1,199,797,8942,9412,,,,,,,,,,,,,,,,,,,,,
1,797,199,8942,9412,,,,,,,,,,,,,,,,,,,,,
1,797,199,9414,9430,,,,,,,,,,,,,,,,,,,,,
1,199,797,9414,9430,,,,,,,,,,,,,,,,,,,,,
1,797,199,9448,9451,,,,,,,,,,,,,,,,,,,,,
1,199,797,9448,9451,,,,,,,,,,,,,,,,,,,,,
1,166,428,9536,9544,,,,,,,,,,,,,,,,,,,,,
1,428,166,9536,9544,,,,,,,,,,,,,,,,,,,,,
1,428,429,9544,9549,,,,,,,,,,,,,,,,,,,,,
1,429,428,9544,9549,,,,,,,,,,,,,,,,,,,,,
1,101,166,9587,9640,,,,,,,,,,,,,,,,,,,,,
1,166,101,9587,9640,,,,,,,,,,,,,,,,,,,,,
1,199,101,9627,9629,,,,,,,,,,,,,,,,,,,,,
1,101,199,9627,9629,,,,,,,,,,,,,,,,,,,,,
1,199,166,9627,9629,,,,,,,,,,,,,,,,,,,,,
1,166,199,9627,9629,,,,,,,,,,,,,,,,,,,,,
1,101,269,9640,9647,,,,,,,,,,,,,,,,,,,,,
1,269,101,9640,9647,,,,,,,,,,,,,,,,,,,,,
