Location,Ant_ID,Ant_ID_(partner),start_time,end_time,,,,,,
4,66,796,8015,8338,,,,,,
4,671,66,8382,8390,,,,,,
4,66,671,8382,8390,,,,,,
4,66,796,8415,8430,,,,,,
4,796,66,8415,8430,,,,,,
4,495,671,8424,8426,,,,,,
4,671,495,8424,8426,,,,,,
4,495,671,8430,8439,,,,,,
4,671,495,8430,8439,,,,,,
4,397,66,8437,8456,,,,,,
4,66,397,8437,8456,,,,,,
4,66,796,8467,8789,,,,,,
4,796,66,8467,8789,,,,,,
4,671,428,8470,8483,,,,,,
4,428,671,8470,8483,,,,,,
4,495,657,8501,8711,,,,,,
4,657,495,8501,8711,,,,,,
4,495,657,8748,8898,,,,,,
4,657,495,8748,8898,,,,,,
4,119,429,8846,8852,,,,,,
4,429,119,8846,8852,,,,,,
4,119,429,8853,9023,,,,,,
4,429,119,8853,9023,,,,,,
4,397,66,8873,8876,,,,,,
4,66,397,8873,8876,,,,,,
4,397,66,8878,8880,,,,,,
4,66,397,8878,8880,,,,,,
4,106,565,8883,9180,,,,,,
4,565,106,8883,9180,,,,,,
4,128,758,8919,8977,,,,,,
4,758,128,8919,8977,,,,,,
4,495,66,8960,9077,,,,,,
4,66,495,8960,9077,,,,,,
4,698,758,9003,9013,,,,,,
4,758,698,9003,9013,,,,,,
4,128,202,9028,9031,,,,,,
4,202,128,9028,9031,,,,,,
4,570,758,9112,9114,,,,,,
4,758,570,9112,9114,,,,,,
4,128,698,9140,9144,,,,,,
4,698,128,9140,9144,,,,,,
4,495,66,9157,9432,,,,,,
4,66,495,9157,9432,,,,,,
4,698,202,9188,9194,,,,,,
4,202,698,9188,9194,,,,,,
4,796,698,9240,9255,,,,,,
4,698,796,9240,9255,,,,,,
4,428,101,9243,10066,,,,,,
4,101,428,9243,10066,,,,,,
4,671,758,9244,9257,,,,,,
4,758,671,9244,9257,,,,,,
4,106,199,9272,9656,,,,,,
4,199,106,9272,9656,,,,,,
4,796,698,9287,9290,,,,,,
4,698,796,9287,9290,,,,,,
4,671,790,9308,9315,,,,,,
4,790,671,9308,9315,,,,,,
4,495,66,9450,9453,,,,,,
4,66,495,9450,9453,,,,,,
4,66,758,9463,9471,,,,,,
4,758,66,9463,9471,,,,,,
4,790,758,9491,9499,,,,,,
4,758,790,9491,9499,,,,,,
4,495,66,9542,9545,,,,,,
4,66,495,9542,9545,,,,,,
4,66,758,9611,9840,,,,,,
4,758,66,9611,9840,,,,,,
4,495,NA,9659,9669,,,,,,
4,NA,495,9659,9669,,,,,,
4,495,NA,9679,9684,,,,,,
4,NA,495,9679,9684,,,,,,
4,106,199,9686,9883,,,,,,
4,199,106,9686,9883,,,,,,
4,495,NA,9694,9704,,,,,,
4,NA,495,9694,9704,,,,,,
4,495,NA,9719,9818,,,,,,
4,NA,495,9719,9818,,,,,,
4,495,NA,9825,9861,,,,,,
4,NA,495,9825,9861,,,,,,
4,66,758,9846,9858,,,,,,
4,758,66,9846,9858,,,,,,
4,657,702,9846,9894,,,,,,
4,702,657,9846,9894,,,,,,
4,758,66,9871,9879,,,,,,
4,66,758,9871,9879,,,,,,
4,66,758,9880,10073,,,,,,
4,758,66,9880,10073,,,,,,
4,106,199,9987,9989,,,,,,
4,199,106,9987,9989,,,,,,
4,106,199,9990,9992,,,,,,
4,199,106,9990,9992,,,,,,
4,106,199,9994,10133,,,,,,
4,199,106,9994,10133,,,,,,
4,758,66,10080,10084,,,,,,
4,66,758,10080,10084,,,,,,
4,758,66,10100,10113,,,,,,
4,66,758,10100,10113,,,,,,
4,66,702,10135,10141,,,,,,
4,702,66,10135,10141,,,,,,
4,790,758,10168,10209,,,,,,
4,758,790,10168,10209,,,,,,
4,765,101,10181,10441,,,,,,
4,101,765,10181,10441,,,,,,
4,495,424,10195,10239,,,,,,
4,424,495,10195,10239,,,,,,
4,790,758,10211,10343,,,,,,
4,758,790,10211,10343,,,,,,
4,495,424,10244,10246,,,,,,
4,424,495,10244,10246,,,,,,
4,495,424,10255,10268,,,,,,
4,424,495,10255,10268,,,,,,
4,66,657,10279,10285,,,,,,
4,657,66,10279,10285,,,,,,
4,166,128,10282,10290,,,,,,
4,128,166,10282,10290,,,,,,
4,495,424,10283,10304,,,,,,
4,424,495,10283,10304,,,,,,
4,657,424,10323,10327,,,,,,
4,424,657,10323,10327,,,,,,
4,397,424,10352,10369,,,,,,
4,424,397,10352,10369,,,,,,
4,790,758,10369,10424,,,,,,
4,758,790,10369,10424,,,,,,
4,657,424,10381,10391,,,,,,
4,424,657,10381,10391,,,,,,
4,397,424,10405,10418,,,,,,
4,424,397,10405,10418,,,,,,
4,765,101,10443,10457,,,,,,
4,101,765,10443,10457,,,,,,
4,108,106,10450,10631,,,,,,
4,106,108,10450,10631,,,,,,
4,790,657,10494,10565,,,,,,
4,657,790,10494,10565,,,,,,
4,66,495,10526,10674,,,,,,
4,495,66,10526,10674,,,,,,
4,128,698,10564,11105,,,,,,
4,698,128,10564,11105,,,,,,
4,790,657,10614,10643,,,,,,
4,657,790,10614,10643,,,,,,
4,796,790,10684,10698,,,,,,
4,790,796,10684,10698,,,,,,
4,702,495,10702,10714,,,,,,
4,495,702,10702,10714,,,,,,
4,765,790,10713,10755,,,,,,
4,790,765,10713,10755,,,,,,
4,702,495,10724,10818,,,,,,
4,495,702,10724,10818,,,,,,
4,109,796,10745,11010,,,,,,
4,796,109,10745,11010,,,,,,
4,495,66,10828,10864,,,,,,
4,66,495,10828,10864,,,,,,
4,495,66,10867,10946,,,,,,
4,66,495,10867,10946,,,,,,
4,790,570,11129,11141,,,,,,
4,570,790,11129,11141,,,,,,
4,109,101,11140,11144,,,,,,
4,101,109,11140,11144,,,,,,
4,702,790,11146,11172,,,,,,
4,790,702,11146,11172,,,,,,
4,765,109,11172,11568,,,,,,
4,109,765,11172,11568,,,,,,
4,128,494,11255,11388,,,,,,
4,494,128,11255,11388,,,,,,
4,199,106,11264,11266,,,,,,
4,106,199,11264,11266,,,,,,
4,702,671,11268,11299,,,,,,
4,671,702,11268,11299,,,,,,
4,128,494,11399,11432,,,,,,
4,494,128,11399,11432,,,,,,
4,101,66,11413,11436,,,,,,
4,66,101,11413,11436,,,,,,
4,594,66,11419,11434,,,,,,
4,594,101,11419,11434,,,,,,
4,101,594,11419,11434,,,,,,
4,66,594,11419,11434,,,,,,
4,565,106,11426,11479,,,,,,
4,106,565,11426,11479,,,,,,
4,495,657,11438,11762,,,,,,
4,657,495,11438,11762,,,,,,
4,199,671,11487,11499,,,,,,
4,671,199,11487,11499,,,,,,
4,166,790,11487,11787,,,,,,
4,790,166,11487,11787,,,,,,
4,66,594,11529,11609,,,,,,
4,594,66,11529,11609,,,,,,
4,128,698,11639,11663,,,,,,
4,698,128,11639,11663,,,,,,
4,128,756,11683,11704,,,,,,
4,756,128,11683,11704,,,,,,
4,109,594,11690,11701,,,,,,
4,594,109,11690,11701,,,,,,
4,106,796,11699,11968,,,,,,
4,796,106,11699,11968,,,,,,
4,128,756,11706,11719,,,,,,
4,756,128,11706,11719,,,,,,
4,630,108,11715,11765,,,,,,
4,108,630,11715,11765,,,,,,
4,128,756,11725,11756,,,,,,
4,756,128,11725,11756,,,,,,
4,108,570,11796,11805,,,,,,
4,570,108,11796,11805,,,,,,
4,495,657,11810,11848,,,,,,
4,657,495,11810,11848,,,,,,
4,108,570,11833,11855,,,,,,
4,570,108,11833,11855,,,,,,
4,428,657,11856,12062,,,,,,
4,657,428,11856,12062,,,,,,
4,495,790,11899,11916,,,,,,
4,790,495,11899,11916,,,,,,
4,494,495,11926,12027,,,,,,
4,495,494,11926,12027,,,,,,
4,495,790,12029,12063,,,,,,
4,790,495,12029,12063,,,,,,
4,495,790,12069,12185,,,,,,
4,790,495,12069,12185,,,,,,
4,106,796,12162,12186,,,,,,
4,796,106,12162,12186,,,,,,
4,106,702,12225,12323,,,,,,
4,702,106,12225,12323,,,,,,
4,166,199,12256,12262,,,,,,
4,199,166,12256,12262,,,,,,
4,166,702,12336,12353,,,,,,
4,702,166,12336,12353,,,,,,
4,166,702,12366,12393,,,,,,
4,702,166,12366,12393,,,,,,
4,106,128,12413,12632,,,,,,
4,128,106,12413,12632,,,,,,
4,600,790,12527,12546,,,,,,
4,790,600,12527,12546,,,,,,
4,269,671,12539,12549,,,,,,
4,671,269,12539,12549,,,,,,
4,600,702,12564,12584,,,,,,
4,702,600,12564,12584,,,,,,
4,702,727,12609,12627,,,,,,
4,727,702,12609,12627,,,,,,
4,495,633,12612,12670,,,,,,
4,633,495,12612,12670,,,,,,
4,334,796,12623,12652,,,,,,
4,796,334,12623,12652,,,,,,
4,269,600,12625,12638,,,,,,
4,600,269,12625,12638,,,,,,
4,269,600,12641,12812,,,,,,
4,600,269,12641,12812,,,,,,
4,702,790,12671,12729,,,,,,
4,790,702,12671,12729,,,,,,
4,334,756,12707,12739,,,,,,
4,756,334,12707,12739,,,,,,
4,570,796,12722,12726,,,,,,
4,796,570,12722,12726,,,,,,
4,633,671,12735,12776,,,,,,
4,671,633,12735,12776,,,,,,
4,570,796,12771,12775,,,,,,
4,796,570,12771,12775,,,,,,
4,758,790,12810,12886,,,,,,
4,790,758,12810,12886,,,,,,
4,334,594,12817,12940,,,,,,
4,594,334,12817,12940,,,,,,
4,202,796,12887,12891,,,,,,
4,796,202,12887,12891,,,,,,
4,199,202,12917,12919,,,,,,
4,202,199,12917,12919,,,,,,
4,199,202,12922,12950,,,,,,
4,202,199,12922,12950,,,,,,
4,702,128,12932,12935,,,,,,
4,128,702,12932,12935,,,,,,
4,119,495,12944,12960,,,,,,
4,495,119,12944,12960,,,,,,
4,128,796,12948,12961,,,,,,
4,796,128,12948,12961,,,,,,
4,166,594,12954,12983,,,,,,
4,594,166,12954,12983,,,,,,
4,109,269,12960,13192,,,,,,
4,269,109,12960,13192,,,,,,
4,106,570,12980,13126,,,,,,
4,570,106,12980,13126,,,,,,
4,334,594,12989,13049,,,,,,
4,594,334,12989,13049,,,,,,
4,790,796,12990,12997,,,,,,
4,796,790,12990,12997,,,,,,
4,600,633,13015,13135,,,,,,
4,633,600,13015,13135,,,,,,
4,495,758,13028,13067,,,,,,
4,758,495,13028,13067,,,,,,
4,790,702,13082,13194,,,,,,
4,702,790,13082,13194,,,,,,
4,796,331,13086,13093,,,,,,
4,331,796,13086,13093,,,,,,
4,334,727,13092,13131,,,,,,
4,727,334,13092,13131,,,,,,
4,796,166,13169,13203,,,,,,
4,166,796,13169,13203,,,,,,
4,495,202,13254,13258,,,,,,
4,202,495,13254,13258,,,,,,
4,758,790,13265,13274,,,,,,
4,790,758,13265,13274,,,,,,
4,199,765,13266,13277,,,,,,
4,765,199,13266,13277,,,,,,
4,758,790,13275,13378,,,,,,
4,790,758,13275,13378,,,,,,
4,269,702,13324,13483,,,,,,
4,702,269,13324,13483,,,,,,
4,106,101,13421,13809,,,,,,
4,101,106,13421,13809,,,,,,
4,796,702,13640,13651,,,,,,
4,702,796,13640,13651,,,,,,
4,594,428,13725,13732,,,,,,
4,428,594,13725,13732,,,,,,
4,331,594,13741,13897,,,,,,
4,594,331,13741,13897,,,,,,
4,106,108,13846,13885,,,,,,
4,108,106,13846,13885,,,,,,
4,106,108,13906,13908,,,,,,
4,108,106,13906,13908,,,,,,
4,106,108,13931,13993,,,,,,
4,108,106,13931,13993,,,,,,
4,657,698,13978,14053,,,,,,
4,698,657,13978,14053,,,,,,
4,331,108,14010,14061,,,,,,
4,108,331,14010,14061,,,,,,
4,331,108,14070,14079,,,,,,
4,108,331,14070,14079,,,,,,
4,106,101,14073,14294,,,,,,
4,101,106,14073,14294,,,,,,
4,331,334,14106,14400,,,,,,
4,334,331,14106,14400,,,,,,
4,108,428,14192,14227,,,,,,
4,428,108,14192,14227,,,,,,
4,796,702,14256,14267,,,,,,
4,702,796,14256,14267,,,,,,
4,758,796,14360,14365,,,,,,
4,796,758,14360,14365,,,,,,
4,630,NA,14376,14400,,,,,,
4,NA,630,14376,14400,,,,,,
4,758,119,14392,14400,,,,,,
4,119,758,14392,14400,,,,,,
